1526	 15	 26	 289	 1477	 15	 27	 300	
 1526	 15	 32	 310	 1476	 15	 33	 322	
 1526	 15	 38	 335	 1477	 15	 37	 346	
 1526	 15	 39	 363	 1477	 15	 37	 374	
 1526	 15	 39	 393	 1477	 15	 28	 405	
 1526	 15	 36	 480	 1477	 16	 25	 490	
 1526	 16	 24	 576	 1477	 16	 25	 581	
 1526	 16	 24	 657	 1477	 16	 25	 659	
 1527	 20	 24	 703	 1477	 17	 26	 725	
 1526	 48	 31	 727	 1477	 32	 47	 779	
 1526	 73	 51	 743	 1477	 56	 73	 821	
 1527	 100	 71	 754	 1477	 80	 99	 854	
 1527	 130	 89	 763	 1477	 105	 129	 882	
 1527	 158	 109	 770	 1476	 134	 161	 905	
 1527	 188	 130	 776	 1476	 163	 194	 924	
 1527	 218	 151	 781	 1475	 194	 229	 941	
 1527	 248	 172	 786	 1475	 225	 264	 957	
 1527	 279	 193	 789	 1475	 257	 300	 970	
 1527	 309	 214	 793	 1474	 289	 337	 983	
 1527	 340	 235	 796	 1474	 322	 374	 994	
 1528	 371	 256	 800	 1474	 355	 412	 1004	
 1527	 401	 277	 802	 1473	 388	 449	 1013	
 1527	 433	 299	 805	 1472	 422	 487	 1022	
 1527	 463	 320	 807	 1472	 455	 525	 1030	
 1527	 494	 341	 809	 1470	 490	 564	 1038	
 1528	 526	 363	 811	 1469	 524	 603	 1045	
 1528	 557	 384	 813	 1470	 559	 642	 1052	
 1528	 589	 405	 815	 1469	 593	 681	 1058	
 1528	 620	 427	 817	 1468	 628	 721	 1064	
 1527	 651	 448	 818	 1468	 662	 760	 1070	
 1527	 681	 469	 820	 1467	 697	 799	 1076	
 1527	 713	 491	 821	 1466	 732	 839	 1081	
 1527	 744	 513	 823	 1467	 767	 878	 1085	
 1528	 775	 534	 824	 1466	 803	 918	 1091	
 1527	 807	 556	 825	 1465	 838	 958	 1095	
 1527	 838	 577	 826	 1465	 873	 998	 1100	
 1528	 870	 599	 828	 1464	 908	 1038	 1104	
 1527	 901	 620	 829	 1463	 943	 1077	 1108	
 1527	 932	 641	 830	 1464	 978	 1117	 1112	
 1527	 964	 662	 831	 1463	 1014	 1157	 1116	
 1527	 995	 684	 832	 1463	 1050	 1197	 1120	
 1527	 1028	 706	 834	 1462	 1087	 1238	 1124	
 1527	 1059	 727	 834	 1462	 1122	 1278	 1127	
 1527	 1091	 749	 836	 1461	 1158	 1318	 1131	
 1527	 1122	 770	 836	 1462	 1193	 1358	 1134	
 1527	 1153	 791	 837	 1461	 1229	 1398	 1138	
 1527	 1185	 812	 838	 1461	 1264	 1438	 1141	
 1527	 1216	 834	 839	 1460	 1300	 1479	 1144	
 1526	 1248	 855	 840	 1458	 1336	 1519	 1146	
 1526	 1278	 877	 840	 1457	 1372	 1559	 1149	
 1526	 1310	 898	 841	 1458	 1408	 1600	 1152	
 1526	 1341	 919	 842	 1457	 1444	 1640	 1155	
 1526	 1373	 941	 843	 1456	 1480	 1681	 1157	
 1526	 1404	 962	 843	 1455	 1516	 1721	 1160	
 1526	 1436	 983	 844	 1454	 1552	 1761	 1162	
 1526	 1467	 1005	 845	 1453	 1587	 1801	 1164	
 1526	 1499	 1026	 845	 1453	 1623	 1841	 1167	
 1525	 1530	 1048	 846	 1453	 1659	 1882	 1169	
 1525	 1562	 1069	 847	 1452	 1696	 1923	 1172	
 1526	 1594	 1091	 848	 1451	 1732	 1964	 1174	
 1525	 1626	 1112	 848	 1450	 1768	 2004	 1177	
 1525	 1657	 1133	 849	 1449	 1804	 2044	 1179	
 1525	 1688	 1154	 849	 1450	 1839	 2085	 1181	
 1525	 1720	 1175	 850	 1449	 1876	 2125	 1184	
 1525	 1751	 1196	 850	 1448	 1911	 2165	 1186	
 1525	 1783	 1218	 851	 1448	 1948	 2206	 1188	
 1525	 1814	 1239	 851	 1447	 1984	 2247	 1190	
 1525	 1846	 1260	 852	 1446	 2020	 2286	 1192	
 1525	 1877	 1281	 852	 1448	 2056	 2326	 1194	
 1525	 1909	 1302	 853	 1446	 2092	 2367	 1196	
 1525	 1940	 1324	 853	 1446	 2129	 2408	 1198	
 1525	 1972	 1345	 854	 1445	 2165	 2448	 1199	
 1525	 2004	 1366	 854	 1444	 2200	 2488	 1201	
 1524	 2035	 1387	 855	 1443	 2237	 2529	 1203	
