2089	 829	 380	 943	 2092	 759	 621	 1492	
 2089	 847	 387	 944	 2093	 780	 637	 1496	
 2089	 865	 394	 946	 2093	 801	 653	 1498	
 2089	 884	 402	 947	 2093	 822	 670	 1501	
 2089	 903	 410	 948	 2093	 842	 686	 1503	
 2090	 921	 418	 948	 2093	 863	 702	 1505	
 2090	 940	 426	 949	 2093	 885	 720	 1508	
 2090	 958	 434	 949	 2092	 905	 737	 1510	
 2090	 976	 442	 950	 2093	 926	 753	 1512	
 2090	 996	 452	 951	 2093	 948	 770	 1514	
 2090	 1014	 459	 951	 2093	 969	 787	 1516	
 2090	 1032	 467	 952	 2093	 989	 804	 1518	
 2090	 1052	 476	 952	 2092	 1011	 821	 1520	
 2090	 1069	 484	 953	 2092	 1032	 838	 1522	
 2090	 1089	 493	 953	 2092	 1053	 855	 1524	
 2090	 1108	 501	 954	 2092	 1074	 872	 1526	
 2090	 1125	 509	 954	 2092	 1095	 888	 1527	
 2090	 1144	 518	 955	 2093	 1117	 906	 1529	
 2090	 1162	 526	 955	 2093	 1137	 922	 1530	
 2090	 1181	 534	 956	 2093	 1158	 939	 1532	
 2091	 1200	 543	 956	 2093	 1180	 957	 1534	
 2091	 1219	 551	 957	 2093	 1201	 973	 1536	
 2091	 1237	 559	 957	 2093	 1222	 990	 1538	
 2091	 1256	 568	 957	 2093	 1243	 1008	 1539	
 2091	 1274	 576	 958	 2093	 1264	 1025	 1541	
 2091	 1293	 585	 958	 2092	 1286	 1042	 1542	
 2091	 1312	 593	 959	 2093	 1306	 1059	 1544	
 2091	 1330	 601	 959	 2092	 1328	 1076	 1545	
 2091	 1349	 610	 960	 2093	 1350	 1094	 1547	
 2091	 1367	 618	 960	 2092	 1370	 1109	 1548	
 2091	 1386	 626	 961	 2092	 1391	 1126	 1550	
 2091	 1405	 634	 961	 2092	 1413	 1144	 1551	
 2091	 1423	 642	 961	 2093	 1434	 1160	 1552	
 2091	 1442	 651	 962	 2093	 1456	 1178	 1554	
 2091	 1461	 659	 962	 2093	 1477	 1195	 1555	
 2092	 1479	 667	 962	 2093	 1498	 1212	 1557	
 2091	 1498	 676	 963	 2093	 1520	 1229	 1558	
 2092	 1517	 684	 963	 2093	 1542	 1247	 1559	
 2092	 1536	 692	 964	 2093	 1562	 1263	 1560	
 2092	 1554	 701	 964	 2092	 1584	 1281	 1561	
 2092	 1573	 710	 964	 2093	 1605	 1297	 1563	
 2091	 1591	 717	 964	 2092	 1626	 1314	 1564	
 2092	 1611	 726	 965	 2092	 1648	 1332	 1565	
 2092	 1629	 734	 965	 2092	 1669	 1349	 1567	
 2092	 1648	 743	 965	 2092	 1691	 1366	 1568	
 2092	 1666	 751	 966	 2092	 1712	 1383	 1569	
