1876	 3060	 1424	 2258	 1424	 1826	 3495	 1541	 173	 1541	
 1875	 3263	 1424	 2219	 1424	 1829	 3663	 1538	 89	 1538	
 1875	 3549	 1424	 2150	 1424	 1831	 3929	 1533	 4040	 1533	
 1876	 3578	 1424	 2078	 1424	 1835	 3986	 1528	 3893	 1528	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
 0	 0	 0	 0	 0	 0	 0	 0	 0	
